URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://www.amazon.de/Oppenheimer-Cillian-Murphy/dp/B0CH763WDB,0.04,254,71273,0,0,163,13,136,0,0,70934,184,71099,0,62294
https://www.amazon.de/fire-tv-stick-mit-alexa-sprachfernbedienung/dp/B08C1KN5J2,0.04,380,68601,0,20,230,20,233,0,198,62438,11,67490,0,-13358
https://www.amazon.de/amazon-visa-karte/dp/B00OSAGJTY,0.04,801,64106,0,9,246,256,129,0,6,58962,7794,17996,0,-1514
https://www.amazon.de/7-vs-Wild-Kanada/dp/B0CHPN38LT,0.03,860,58789,1,122,285,38,172,0,36905,12379,6873,18546,0,20530
https://www.amazon.de/XXX-ANNIVERSARY-Blu-ray/dp/B01MCZUCTC,0.02,4,43960,0,0,4,0,1,0,0,43960,0,9,0,43960
https://www.amazon.de/Barbie-Margot-Robbie/dp/B0CB1XCRRF,0.02,378,31086,0,1,217,38,168,0,15,30328,705,28890,0,15827
https://www.amazon.de/LOL-Last-One-Laughing-Staffel/dp/B0B72PHCJV,0.01,340,29722,0,4,159,7,80,0,89,5771,4,28388,0,308
https://www.amazon.de/Perfect-Girls-Alison-James/dp/1799769976,0.01,69,26299,0,4,53,12,49,0,52,26190,107,26148,0,24242
https://www.amazon.de/Samsung-SM-S911BZKDEUB-Galaxy-S23/dp/B0BTYX74HZ,0.01,131,24606,0,0,78,15,93,0,0,23982,15,24519,0,7101
https://www.amazon.de/Legend-Zelda-Breath-Wild-Arbeitstitel/dp/B07SW7M7QB,0.01,320,23358,0,1,173,6,147,0,4,22754,346,20387,0,6641
https://www.amazon.de/LOL-Last-One-Laughing-Staffel/dp/B08XZWZ4SK,0.01,407,22623,1,5,206,15,128,0,67,17576,1108,21493,0,1309
https://www.amazon.de/Legend-Zelda-Breath-Nintendo-Switch/dp/B01MT8ERQW,0.01,333,22330,0,8,239,6,210,0,34,22167,43,18862,0,975
https://www.amazon.de/Google-Pixel-Freigeschaltetes-f%C3%A4higes-Smartphone-12-Megapixel-Kamera/dp/B0B4DMBH5T,0.01,133,21179,0,0,68,8,75,0,0,21161,9,21092,0,8733
https://www.amazon.de/Super-Mario-Bros-Wonder-Nintendo/dp/B0C8Z3ZDBG,0.01,461,21085,0,10,339,14,245,0,15,20760,139,20399,0,2610
https://www.amazon.de/Google-Pixel-Pro-Android-Smartphone-Weitwinkelobjektiv/dp/B0BDJ55SSD,0.01,254,20217,0,2,93,14,118,0,0,19527,383,20089,0,-2247
https://www.amazon.de/Reacher-Staffel-1/dp/B09MKZH74L,0.01,126,19878,0,1,65,1,65,0,0,3548,0,19720,0,4369
https://www.amazon.de/Pioneer-Dr-Kamala-Sohonie-Revolutionized/dp/B0C87SD1HR,0.01,3,19566,0,0,2,0,1,0,0,19566,0,19565,0,9030
https://www.amazon.de/Game-Thrones-Staffel-dt-OV/dp/B00I8Z7CR8,0.01,320,18954,0,7,270,11,222,0,15,18925,9,18059,0,4776
https://www.amazon.de/Samsung-Galaxy-128GB-Handy-schwarz/dp/B09RQWSBJJ,0.01,166,18390,0,2,119,10,149,0,0,18334,8,18390,0,-8832
https://www.amazon.de/Kalender-Tischkalender-Tisch-Querkalender-B%C3%BCrokalender-Wochenkalender/dp/B08KCXMJ9R,0.01,56,18364,0,9,30,2,28,0,214,18107,0,1002,0,17071
https://www.amazon.de/fire-tv-stick-4k/dp/B0BTFWFRWN,0.01,284,18052,0,8,180,9,186,0,33,16847,168,17922,0,-1208
https://www.amazon.de/Compact-Standard-W%C3%B6rterbuch-Spanisch-Deutsch-Spanisch/dp/3817497008,0.01,76,17664,0,0,57,0,0,0,0,17663,0,0,0,17664
https://www.amazon.de/ZDF-German-TV-ZDFmediathek/dp/B008U8WJ62,0.01,377,17593,0,51,46,147,59,0,16940,70,17378,324,0,17172
https://www.amazon.de/Google-Pixel-Entsperrtes-Android-Smartphone-Weitwinkelobjektiv/dp/B0BDK63RF3,0.01,206,17127,0,3,67,12,88,0,0,15811,504,17121,0,-4468
https://www.amazon.de/Sony-0711719268475-PlayStation-Konsole-500GB/dp/B00BIYAO3K,0.01,279,16886,0,7,138,24,145,0,4,16066,75,16334,0,2069
https://www.amazon.de/Reacher-Staffel-2/dp/B0CH99W3G7,0.01,162,16855,0,2,103,0,35,0,0,14177,0,3164,0,3685
https://www.amazon.de/kindle-2022/dp/B09SWRYPB2,0.01,110,16425,0,17,33,11,51,0,199,16026,6,16183,0,12780
https://www.amazon.de/Samsung-Phantom-Display-Android-Quad-Kamera-Schwarz/dp/B09QLCXMV4,0.01,94,16410,0,0,61,4,76,0,0,16251,0,16400,0,12334
https://www.amazon.de/World-Goo-Blue-Bird-PC/dp/B005GNQV0Y,0.01,8,16310,0,0,2,5,2,0,0,24,16286,24,0,16293
https://www.amazon.de/Sex-f%C3%BCr-Dummies-Leidenschaft-schafft/dp/3527703403,0.01,18,16164,0,1,15,0,3,0,7,16164,0,179,0,16118
https://www.amazon.de/Jenna-Ortega-Black-Pappaufsteller-lebensgross/dp/B0BN6FBXCC,0.01,16,15994,0,0,4,0,1,0,0,15993,0,15990,0,15983
https://www.amazon.de/Die-Discounter-Staffel-1/dp/B09NJQFR9M,0.01,215,15794,1,4,81,1,52,0,8,2390,14,15337,0,1763
https://www.amazon.de/Das-Caf%C3%A9-Rande-Welt-Erz%C3%A4hlung/dp/3423209690,0.01,86,15748,0,5,50,0,34,0,28,15716,0,15708,0,-2565
https://www.amazon.de/EA-SPORTS-Standard-PS4-Deutsch/dp/B0CB6WS9Q2,0.01,451,15231,0,1,156,57,199,0,4,11641,947,15004,0,5337
https://www.amazon.de/XMxx-Haustier-Kleidung-Reflektierend-Hundemantel/dp/B08LKDWX69,0.01,2,15110,0,0,2,0,0,0,0,15110,0,0,0,15110
https://www.amazon.de/QVC-Inc-Deutschland/dp/B00K58RN34,0.01,59,15051,0,0,3,31,6,0,0,7,15050,0,0,-3330
https://www.amazon.de/Kevin-Allein-Haus-dt-OV/dp/B00HFD93EY,0,210,14791,0,0,132,8,113,0,0,14472,319,14759,0,-278
https://www.amazon.de/kinder-Joy-Harry-Potter-Thekendisplay/dp/B0C2KVMRQH,0,195,14718,0,0,151,1,66,0,0,14409,88,1348,0,12341
https://www.amazon.de/Apple-iPhone-15-128-GB/dp/B0CHXFCYCR,0,273,14324,0,2,80,27,93,0,5,13134,1193,14128,0,-4794
https://www.amazon.de/Samsung-Smartphone-Touch-Display-interner-Speicher-Schwarz/dp/B06XJ49G5B,0,166,14237,0,8,66,0,82,0,11,6671,0,14203,0,1325
https://www.amazon.de/FUQ-Racism-F-U-Q-Unanswered-Questions/dp/1735795240,0,19,14146,0,0,1,12,1,0,0,2,14144,1,0,14146
https://www.amazon.de/Prime-Energy-Drink-Logan-Geschmacksrichtungen/dp/B0BNW93QTN,0,184,13999,0,9,113,12,24,0,95,13286,409,802,0,1507
https://www.amazon.de/echo-dot-2022/dp/B09B8X9RGM,0,169,13599,0,8,116,2,101,0,132,13457,0,13294,0,-32
https://www.amazon.de/Buchstaben-Aufkleber-wetterfest-einzelner-gro%C3%9Fgeschrieben/dp/B01LWLA22G,0,17,13342,0,0,14,2,3,0,0,13334,8,13200,0,13318
https://www.amazon.de/Finanzierung/dp/B08C81BZBH,0,436,12473,3,0,124,50,61,0,0,11066,10289,3050,0,675
https://www.amazon.de/Der-Literatur-Kalender-Wochenkalender-2024/dp/3840041007,0,9,12216,0,3,8,0,0,0,11,12208,0,0,0,12212
https://www.amazon.de/P/dp/B000006L8Y,0,16,12148,0,0,14,0,1,0,0,12148,0,12100,0,9393
https://www.amazon.de/Humiliation-Prostitution-Degradation-Submission-Domination-ebook/dp/B07MRZZVRT,0,52,12030,0,2,42,0,0,0,4,12018,0,0,0,1894
https://www.amazon.de/Magilano-SKYJO-Action/dp/B082Z9BW93,0,70,12018,0,0,42,5,42,0,0,11971,7,11912,0,-557
https://www.amazon.de/Slimming-Gummies-Original-Abnehmen-Gewichtsmanagement/dp/B0CF3N7PD1,0,76,11889,0,3,59,5,12,0,41,11804,40,10804,0,5
https://www.amazon.de/Samsung-Smartphone-Graphite-AndroidTM-Dual-SIM/dp/B09NMBJSCL,0,113,11795,0,2,74,7,92,0,2,11594,9,11791,0,6673
https://www.amazon.de/Huawei-128GB-Handy-Schwarz-Android/dp/B07PWBR7KK,0,69,11767,0,3,37,3,32,0,0,11760,1,11694,0,-229
https://www.amazon.de/Xiaomi-Redmi-128GB-Dual-SIM-schwarz/dp/B0BY6RCSBV,0,133,11687,0,5,97,5,109,0,9,11613,11,11673,0,9123
https://www.amazon.de/Super-Mario-Bros-Film-dt/dp/B0BYSXK9ST,0,345,11604,0,0,226,12,153,0,0,11287,301,11312,0,-3102
https://www.amazon.de/Herr-Ringe-Die-Gef%C3%A4hrten/dp/B00EXHI26U,0,152,11539,0,0,118,4,112,0,0,11523,14,11487,0,5208
https://www.amazon.de/Isopropanol-Alkohol-99-Reiniger-Entfetter/dp/B07D4N472Q,0,84,11516,0,6,50,1,35,0,78,11436,0,11242,0,9273
https://www.amazon.de/Square-Enix-Marvels-Guardians-Galaxy/dp/B096TQ74FY,0,50,11356,0,0,48,0,49,0,0,11354,0,11356,0,11287
https://www.amazon.de/Mario-Kart-Deluxe-Nintendo-Switch/dp/B01N4ND0F9,0,227,10753,0,4,160,9,153,0,14,10287,229,10668,0,1075
https://www.amazon.de/Steckerlfischfiasko-Provinzkrimi-Endlich-Eberhofer-neuesten/dp/3423263776,0,251,10558,0,2,216,0,107,0,1,10504,0,3898,0,5363
https://www.amazon.de/Main-Merch-Frankfurt-FRNKFRT-069/dp/B09P3YPK8Q,0,182,10525,0,4,175,0,2,0,13,10511,0,3,0,3775
https://www.amazon.de/fire-hd-10-tablet/dp/B08F63PPNV,0,149,10514,0,1,108,16,110,0,2,10111,406,10489,0,918
https://www.amazon.de/LOL-Last-Laughing-Special-Staffel/dp/B0CNQ74SZK,0,205,10422,0,0,133,1,20,0,0,10418,0,649,0,351
https://www.amazon.de/T%C3%BCrkisch-T%C3%BCrkisch-Deutsch-Deutsch-T%C3%BCrkisch/dp/3833180137,0,36,10192,0,0,33,0,0,0,0,10192,0,0,0,10188
https://www.amazon.de/Generation-V-Staffel-1/dp/B0CBFX9BGY,0,118,10039,0,4,63,1,25,0,7,7534,0,9342,0,991
https://www.amazon.de/Avatar-Way-Water-dt-OV/dp/B0BX3QDQ2V,0,138,9975,0,0,87,7,82,0,0,9962,9,9855,0,2078
https://www.amazon.de/Sebastian-Fitzeks-Die-Therapie/dp/B0CHP3PPQX,0,270,9856,1,6,190,5,93,0,13,9828,2,6465,0,-439
https://www.amazon.de/Culpa-Mia-Schuld-Nicole-Wallace/dp/B0B682R1YD,0,243,9827,0,1,174,0,109,0,12,6923,0,9155,0,-1446
https://www.amazon.de/Derila-Seitenschl%C3%A4ferkissen-Bauchschl%C3%A4fer-Antischnarch-Kissen-Nackenschmerzen/dp/B0BBMWDHTS,0,59,9611,0,1,39,1,42,0,1,9206,0,9572,0,-2467
https://www.amazon.de/F-Daniel-Kehlmann/dp/3498035444,0,18,9506,0,0,9,10,8,0,0,9495,9482,28,0,2679
https://www.amazon.de/Apple-iPhone-14-128-Mitternachtsblau/dp/B0BDJH7J5C,0,355,9488,0,4,120,7,129,0,7,7142,2224,9356,0,-4020
https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Prism-Black/dp/B07MTXWLRP,0,63,9483,0,1,44,0,37,0,17,9025,0,9412,0,4867
https://www.amazon.de/Succession-Staffel-1/dp/B07FSQ7YNQ,0,126,9451,0,3,106,5,108,0,4,9090,211,9428,0,1671
https://www.amazon.de/John-Wick-Kapitel-Keanu-Reeves/dp/B0B8J51P73,0,330,9420,0,0,191,17,155,0,0,9035,27,9137,0,581
https://www.amazon.de/Sony-DualSense-Wireless-Controller-PlayStation-5/dp/B08H99BPJN,0,176,9374,0,7,122,3,110,0,20,9322,21,9303,0,2366
