类别：所有类别

区域,squishmallow website: (2023/4/18 - 2024/4/18)
New Hampshire,100
Wisconsin,40
Indiana,33
Colorado,33
Pennsylvania,26
Washington,26
Missouri,26
Connecticut,26
Ohio,26
Tennessee,26
Michigan,20
Illinois,20
Alabama,20
North Carolina,20
Minnesota,20
Virginia,20
Florida,20
New Jersey,20
Texas,20
Arizona,20
New York,20
Georgia,13
California,13
Massachusetts,13
Utah,<1
Oklahoma,<1
Oregon,<1
Alaska,
North Dakota,
Nebraska,
Montana,
Mississippi,
New Mexico,
Nevada,
Maine,
Maryland,
Louisiana,
Kentucky,
Kansas,
Rhode Island,
South Carolina,
South Dakota,
Idaho,
Iowa,
Hawaii,
Delaware,
Vermont,
District of Columbia,
Arkansas,
West Virginia,
Wyoming,
