类别：所有类别

区域,five below squishmallows: (2023/4/18 - 2024/4/18)
West Virginia,100
Michigan,50
Ohio,41
Pennsylvania,41
Illinois,41
Tennessee,33
South Carolina,33
Florida,33
Maryland,33
Missouri,25
Wisconsin,25
New York,25
North Carolina,25
Indiana,25
Texas,25
Minnesota,25
Massachusetts,25
Colorado,16
Arizona,16
California,16
Virginia,16
Georgia,16
Alaska,
Wyoming,
Louisiana,
Mississippi,
Montana,
Kentucky,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Kansas,
Idaho,
Oklahoma,
Oregon,
Iowa,
Rhode Island,
Hawaii,
South Dakota,
Delaware,
District of Columbia,
Utah,
Connecticut,
Vermont,
Washington,
Arkansas,
Alabama,
Maine,
