类别：所有类别

区域,mcdonalds halloween squishmallows: (2023/4/18 - 2024/4/18)
Oregon,100
Ohio,83
Pennsylvania,83
North Carolina,66
Wisconsin,66
Minnesota,66
Colorado,66
Virginia,66
New Jersey,66
Arizona,66
Michigan,66
Maryland,50
Washington,50
Illinois,50
California,50
Massachusetts,50
South Carolina,50
Texas,50
Tennessee,50
Indiana,33
Florida,33
Georgia,33
New York,33
Alaska,
Wyoming,
Mississippi,
Montana,
Maine,
North Dakota,
Nebraska,
New Hampshire,
Louisiana,
New Mexico,
Nevada,
Kentucky,
Kansas,
Oklahoma,
Idaho,
Iowa,
Rhode Island,
Hawaii,
South Dakota,
Delaware,
District of Columbia,
Utah,
Connecticut,
Vermont,
Arkansas,
Alabama,
West Virginia,
Missouri,
