类别：所有类别

区域,bigfoot squishmallow: (2023/4/18 - 2024/4/18)
Idaho,100
Kentucky,100
Indiana,100
Iowa,88
Wisconsin,88
Ohio,77
Missouri,77
Colorado,66
Maryland,66
Minnesota,55
Pennsylvania,55
Oregon,55
Illinois,55
Utah,55
Michigan,44
Arizona,44
Nevada,44
Massachusetts,44
North Carolina,44
Washington,44
South Carolina,44
New York,44
Louisiana,44
New Jersey,44
Tennessee,33
California,33
Virginia,33
Texas,33
Florida,33
Georgia,22
Arkansas,<1
Connecticut,<1
Alaska,
New Mexico,
New Hampshire,
Nebraska,
Oklahoma,
North Dakota,
Montana,
Rhode Island,
Mississippi,
South Dakota,
Maine,
Kansas,
Hawaii,
Delaware,
Vermont,
District of Columbia,
Alabama,
West Virginia,
Wyoming,
