类别：所有类别

区域,squishmallow sizes: (2023/4/18 - 2024/4/18)
Wisconsin,100
Missouri,80
Ohio,80
Arizona,60
Georgia,60
Washington,60
Pennsylvania,60
North Carolina,60
Indiana,60
Colorado,60
Maryland,60
Illinois,60
Massachusetts,40
Texas,40
New York,40
Tennessee,40
Michigan,40
California,40
Florida,40
New Jersey,40
Alaska,
Wyoming,
Louisiana,
Minnesota,
Kentucky,
Mississippi,
Montana,
Kansas,
North Dakota,
Nebraska,
New Hampshire,
Idaho,
New Mexico,
Nevada,
Iowa,
Hawaii,
Oklahoma,
Oregon,
Delaware,
Rhode Island,
South Carolina,
South Dakota,
District of Columbia,
Connecticut,
Utah,
Virginia,
Vermont,
Arkansas,
Alabama,
West Virginia,
Maine,
