,title,brand,descript,url,time
102,Apple Cancels Electric Car Project,MacRumors,"Apple has canceled all plans to release an autonomous, electric vehicle, reports Bloomberg. Apple has been working on an Apple Car for more than a...1 week ago",https://www.macrumors.com/2024/02/27/apple-cancels-electric-car-project/,1 week ago
103,Top Selling Electric Vehicles in the World — January 2024,CleanTechnica,Top Selling Electric Vehicles in the World — January 2024 ... Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News! The Tesla...1 month ago,https://cleantechnica.com/2024/03/05/top-selling-electric-vehicles-in-the-world-january-2024/,1 month ago
104,Apple cancels its electric car project,NPR,"Apple executives on Tuesday informed teams working on the tech giant's vehicle, called Project Titan internally, that hundreds of employees who worked on the...1 month ago",https://www.npr.org/2024/02/27/1234315814/apple-cancels-electric-car,1 month ago
105,This start-up can convert your petrol car into an EV in just 8 hours,Euronews.com,"Using a method that can fit batteries in up to 42 mainstream car models, start-up e-Revolt believes it can cut conversion times from months to a day.4 months ago",https://www.euronews.com/next/2023/12/07/this-german-start-up-can-convert-your-petrol-car-into-an-ev-in-as-little-as-8-hours,4 months ago
106,Inside Nio: Electric car group's boss William Li and his fight for survival,Financial Times,"His vision appears, in part, to have been vindicated. Backed by an enthusiastic group of drivers, Nio has overtaken Audi in sales in Shanghai as the market...3 months ago",https://www.ft.com/content/6df9031b-4dca-405d-8165-6983de270e68,3 months ago
107,Electric & Plug-In Hybrid Electric Vehicles | US EPA,U.S. Environmental Protection Agency (.gov),"Plug-in hybrid electric vehicles (PHEVs) are a combination of gasoline and electric vehicles, so they have a battery, an electric motor, a gasoline tank, and an...6 months ago",https://www.epa.gov/greenvehicles/electric-plug-hybrid-electric-vehicles,6 months ago
108,Volkswagen electric car sales plunge as Europe returns to petrol,Yahoo Finance,Sales of Volkswagen electric cars have plunged by almost a quarter in Europe as demand for battery-powered vehicles stalls and buyers return to petrol.4 days ago,https://finance.yahoo.com/news/volkswagen-electric-car-sales-plunge-122915038.html,4 days ago
109,"To promote EVs, a couple drove one from North Pole to South Pole",Washington Post,Chris and Julie Ramsey completed an expedition from the magnetic North Pole to the South Pole in an electric SUV to persuade more drivers to adopt electric...2 months ago,https://www.washingtonpost.com/nation/2024/01/15/electric-car-north-to-south-pole-drive/,2 months ago
110,G.M. Profits Hurt by Electric Car Business and Strike,The New York Times,The automaker said it expected 2024 profit of $9.8 billion to $11.2 billion. That range suggests G.M. could enjoy a big jump in profits or suffer a small...2 months ago,https://www.nytimes.com/2024/01/30/business/general-motors-fourth-quarter-earnings.html,2 months ago
111,"China has a problem with electric cars, that's bad news for Elon Musk",Business Insider,Ongoing price wars and a faltering economy have dampened Chinese demand for electric cars. That's hit sales for Tesla and China's BYD too.1 week ago,https://www.businessinsider.com/china-electric-cars-ev-elon-musk-tesla-byd-price-war-2024-4,1 week ago
112,Poll: About 60% of Marylanders oppose plan to mandate electric car sales by 2035,Maryland Matters,Poll: About 60% of Marylanders oppose plan to mandate electric car sales by 2035 ... Marylanders oppose a plan by Gov. Wes Moore (D) to end the sale of gas...10 months ago,https://www.marylandmatters.org/2023/06/12/poll-about-60-of-marylanders-oppose-plan-to-mandate-electric-car-sales-by-2035/,10 months ago
113,Should I Buy an Electric Vehicle in California? All Your Questions Answered,KQED,"In California, charging an EV in the middle of the day when solar production is peaking results in a lower carbon footprint than charging in the evening.2 months ago",https://www.kqed.org/science/1991185/should-i-buy-an-electric-vehicle-in-california-all-your-questions-answered,2 months ago
114,Biden's Electric Car Problem,The New York Times,"A little over a year ago, at President Biden's urging, congressional Democrats passed a sweeping plan to supercharge the production and sale of electric...4 months ago",https://www.nytimes.com/2023/11/16/podcasts/the-daily/biden-electric-vehicles.html,4 months ago
115,Wireless charging: The roads where electric vehicles never need to plug in,BBC,"Electreon is piloting wireless charging technology at select locations across Europe, Asia and America. It installed the magnetic inductive coils in the road in...2 months ago",https://www.bbc.com/future/article/20240130-wireless-charging-the-roads-where-electric-vehicles-never-need-to-plug-in,2 months ago
116,Electric vehicles,European Environment Agency,"Electric cars, vans, trucks and buses will play a key role in reducing some of the negative impacts of road transport on human health, the environment and...3 months ago",https://www.eea.europa.eu/en/topics/in-depth/electric-vehicles,3 months ago
117,The great electric car scandal is only just beginning,The Telegraph,A test by What Car magazine has revealed that the official figures for the range of electric cars over-estimates their real-life range by around a third.1 month ago,https://www.telegraph.co.uk/news/2024/03/12/the-great-electric-car-scandal-is-only-just-beginning/,1 month ago
118,Apple Kills Its Electric Car Project,The New York Times,"Apple Kills Its Electric Car Project. The car, which Apple spent billions of dollars researching, had been intended as a rival to Tesla's E.V.s, which include...1 month ago",https://www.nytimes.com/2024/02/27/technology/apple-ends-electric-car-plan.html,1 month ago
119,UK carmakers will have to meet electric car sales targets despite Sunak U-turn,The Guardian,"More than 20% of each manufacturer's new cars sold in 2024 must be zero-emission or they will potentially face fines of £15,000 per vehicle, under the targets...6 months ago",https://www.theguardian.com/business/2023/sep/21/carmakers-uk-sell-electric-vehicles-fines,6 months ago
120,UK carmakers will have to meet electric car sales targets despite Sunak U-turn,The Guardian,"More than 20% of each manufacturer's new cars sold in 2024 must be zero-emission or they will potentially face fines of £15,000 per vehicle, under the targets...6 months ago",https://www.theguardian.com/business/2023/sep/21/carmakers-uk-sell-electric-vehicles-fines,6 months ago
121,"Electric cars: Sales lose momentum, prompting tax cut calls",BBC,"Electric cars: Sales lose momentum, prompting tax cut calls ... Growth in demand for new electric cars has flatlined, new figures suggest. The number of electric...3 months ago",https://www.bbc.co.uk/news/business-67890627,3 months ago
122,Electric Cars Are Still Not Good Enough,The Atlantic,"But few of them are affordable enough for many car buyers, and the next generation of EVs—the ones designed to entice people who have not yet gone electric—isn'...1 month ago",https://www.theatlantic.com/technology/archive/2024/03/americas-lost-year-electric-cars/677686/,1 month ago
123,‘It’s an insult’: drivers react to Rishi Sunak’s electric car U-turn,The Guardian,'It's an insult': drivers react to Rishi Sunak's electric car U-turn ... Rishi Sunak's announcement that he will delay banning the sale of new petrol and diesel...6 months ago,https://www.theguardian.com/environment/2023/sep/21/drivers-rishi-sunak-electric-car-u-turn,6 months ago
124,Rick Haglund: Who's trying to kill the electric car (again)? • Michigan Advance,Michigan Advance,"GM didn't just stop building EV1s, all of which were leased to customers primarily in California. It took back all 1,117 cars after their leases ended and...6 months ago",https://michiganadvance.com/2023/10/08/rick-haglund-whos-trying-to-kill-the-electric-car-again/,6 months ago
125,"Electric car sales in UK flatline, prompting calls for VAT cut",The Guardian,"Electric car sales in UK flatline, prompting calls for VAT cut ... The number of new cars registered in the UK has jumped by nearly 18% but electric vehicle...3 months ago",https://www.theguardian.com/environment/2024/jan/05/electric-car-sales-in-uk-flatline-prompting-calls-for-vat-cut,3 months ago
126,Taipei to fine fuel-powered cars using electric car parking spots from March,Focus Taiwan,"Fines will be imposed from March on fuel-powered cars parked in spaces designated for electric vehicles, the Taipei City Parking Management and Development...1 month ago",https://focustaiwan.tw/society/202402230014,1 month ago
127,Shipowners urged to protect vessels against electric-car fires,Financial Times,"Video description ... Recent fires on board ships carrying electric cars have prompted a rush to boost the protection of vessels, with a regulatory official...5 months ago",https://www.ft.com/content/e3e72d21-3292-4b0c-b498-66ea15ae95d8,5 months ago
128,Cupra Raval will be the VW Group's first small electric car | electrive.com,electrive.com,Production of the Volkswagen Group's small electric cars at the Spanish plant in Martorell is set to begin at the end of 2025 with the Cupra Raval.3 days ago,https://www.electrive.com/2024/04/10/cupra-raval-will-be-the-vw-groups-first-small-electric-car/,3 days ago
129,The world needs cheap electric cars. That spells trouble for big carmakers,CNN,"On Monday, Ford said it would pause work on a $3.5 billion factory in Michigan where it had planned to make EV batteries using technology from China's CATL,...6 months ago",https://www.cnn.com/2023/09/29/cars/evs-global-automakers/index.html,6 months ago
130,Electric vehicles,City of Vancouver,"In Vancouver, any people can charge enough for their daily drive on a wall outlet, also known as Level 1 charging, in 4 hours or less, which works great while...6 months ago",https://vancouver.ca/streets-transportation/electric-vehicles.aspx,6 months ago
131,How EVs became such a massive disappointment,CNN,"Tesla has been slashing prices. Ford just cut the price of its Mustang Mach-E, too, plus it cut back production of its electric pickup.1 month ago",https://www.cnn.com/2024/02/25/cars/what-happened-with-electric-vehicle-sales-in-2023/index.html,1 month ago
132,Chinese electric vehicle groups braced for wave of consolidation,Financial Times,"Chinese electric vehicle groups braced for wave of consolidation · Sales growth of electric vehicles has slowed, adding pressure on producers to consolidate.5 months ago",https://www.ft.com/content/43da3223-2311-4b73-97d9-83d20baedc6a,5 months ago
133,London must be the best place in the UK to drive an electric car — right now it's not,Evening Standard,"London should be the best place in Britain to drive an electric car, but the state is letting us down · “Range anxiety? · I have been pontificating about buying...2 months ago",https://www.standard.co.uk/comment/drive-electric-cars-london-dylan-jones-b1132413.html,2 months ago
134,Busting the myths and misconceptions about electric vehicles,National Grid Group,"Even though EVs currently have higher purchase prices, on average they're cheaper to run – costing much less than petrol or diesel. While recent geopolitical...6 months ago",https://www.nationalgrid.com/stories/journey-to-net-zero/electric-vehicles-myths-misconceptions,6 months ago
135,Updated electric vehicle assumptions and their fiscal implications - Office for Budget Responsibility,Office for Budget Responsibility,"The announced ZEV mandate reduces our forecast of EV uptake (compared to March 2023) from 25 per cent to 18 per cent in 2023, and from 67 per cent to 38 per...4 months ago",https://obr.uk/box/updated-electric-vehicle-assumptions-and-their-fiscal-implications/,4 months ago
136,Tesla plans to make new mass market electric car model in mid-2025,The Guardian,Tesla plans to make new mass market electric car model in mid-2025 ... Tesla has told suppliers it wants to start production of a new mass market electric vehicle...2 months ago,https://www.theguardian.com/technology/2024/jan/24/tesla-new-car-model-2025,2 months ago
137,Opinion | New Polling Should Warn the GOP Against Attacking Electric Cars - POLITICO,Politico,"I grew up in and around Detroit in the '70s, so naturally I'm a car guy. I'm also a veteran Republican political consultant with a warning for my party:...1 week ago",https://www.politico.com/news/magazine/2024/04/07/republicans-electric-car-polling-00150406,1 week ago
138,Taking an electric car on the road is still a gamble in America,Financial Times,The lack of infrastructure has real consequences. Concerns about charging helped drive a quarter of early US electric car buyers back to an internal combustion...10 months ago,https://www.ft.com/content/e85297a6-6f95-4f77-891b-0afe9e0c66b2,10 months ago
139,Interested in an electric car? Here's what you should know before you buy.,National Geographic,The attractions of EVs are clear: they do not run on environmentally taxing gasoline or ethanol. They have zero tailpipe emissions. They are quiet. They require...9 months ago,https://www.nationalgeographic.com/environment/article/electric-vehicles-cars-batteries-range-anxiety,9 months ago
140,Updated electric vehicle assumptions and their fiscal implications - Office for Budget Responsibility,Office for Budget Responsibility,"The announced ZEV mandate reduces our forecast of EV uptake (compared to March 2023) from 25 per cent to 18 per cent in 2023, and from 67 per cent to 38 per...4 months ago",https://obr.uk/box/updated-electric-vehicle-assumptions-and-their-fiscal-implications/,4 months ago
141,Tesla plans to make new mass market electric car model in mid-2025,The Guardian,Tesla plans to make new mass market electric car model in mid-2025 ... Tesla has told suppliers it wants to start production of a new mass market electric vehicle...2 months ago,https://www.theguardian.com/technology/2024/jan/24/tesla-new-car-model-2025,2 months ago
142,Opinion | New Polling Should Warn the GOP Against Attacking Electric Cars - POLITICO,Politico,"I grew up in and around Detroit in the '70s, so naturally I'm a car guy. I'm also a veteran Republican political consultant with a warning for my party:...1 week ago",https://www.politico.com/news/magazine/2024/04/07/republicans-electric-car-polling-00150406,1 week ago
143,Taking an electric car on the road is still a gamble in America,Financial Times,The lack of infrastructure has real consequences. Concerns about charging helped drive a quarter of early US electric car buyers back to an internal combustion...10 months ago,https://www.ft.com/content/e85297a6-6f95-4f77-891b-0afe9e0c66b2,10 months ago
144,Are Electric Cars Safe? Exploring the Safety of EVs,Pod Point,"Electric cars are significantly quieter than ICE cars, especially at lower speeds. The reduced noise can be dangerous to pedestrians – they may miss an...1 month ago",https://pod-point.com/guides/are-electric-cars-safe,1 month ago
145,Families could use electric vehicle batteries to power homes and save on bills as government backs new charging ...,GOV.UK,"The government announces funding for new charging technologies, which mean families could use their electric vehicle batteries to power their homes and save...3 months ago",https://www.gov.uk/government/news/families-could-use-electric-vehicle-batteries-to-power-homes-and-save-on-bills-as-government-backs-new-charging-technologies,3 months ago
146,Interested in an electric car? Here's what you should know before you buy.,National Geographic,The attractions of EVs are clear: they do not run on environmentally taxing gasoline or ethanol. They have zero tailpipe emissions. They are quiet. They require...9 months ago,https://www.nationalgeographic.com/environment/article/electric-vehicles-cars-batteries-range-anxiety,9 months ago
147,Cold weather can cut electric vehicle range and make charging tough. Here’s what you need to know,PBS,"Many have complained about long lines for charging stations, and even that their EVs wouldn't charge when plugged in. But experts say there are ways to make...2 months ago",https://www.pbs.org/newshour/economy/cold-weather-can-cut-electric-vehicle-range-and-make-charging-tough-heres-what-you-need-to-know,2 months ago
148,"Under new state law, Texas will bill electric vehicle drivers an extra $200 a year",The Texas Tribune,"Under new state law, Texas will bill electric vehicle drivers an extra $200 a year. The new registration fee is meant to make up for the state's lost revenue...7 months ago",https://www.texastribune.org/2023/08/21/texas-new-law-electric-vehicle-fee/,7 months ago
149,One million electric cars sold in the UK since 2002,BBC,"One million electric cars sold in the UK since 2002 ... The UK registered its one millionth electric car last month, despite a big drop in sales, new figures...2 months ago",https://www.bbc.co.uk/news/business-68199898,2 months ago
