Category: All categories

Region,MOVA globes: (4/16/23 - 4/16/24)
Iowa,100
Indiana,50
Pennsylvania,33
Florida,16
New York,16
California,16
Georgia,16
Texas,16
West Virginia,<1
Alaska,
Wyoming,
Hawaii,
District of Columbia,
Idaho,
Illinois,
Connecticut,
Kansas,
Kentucky,
Louisiana,
Massachusetts,
Maryland,
Maine,
Michigan,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Colorado,
Ohio,
Oklahoma,
Oregon,
Arizona,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Arkansas,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
Alabama,
Delaware,
