Category: All categories

Region,Jolie Filtered Showerhead: (4/16/23 - 4/16/24)
Arizona,100
Minnesota,100
California,100
New York,50
Georgia,50
Pennsylvania,50
Illinois,50
Florida,50
Oregon,<1
Massachusetts,<1
North Carolina,<1
Texas,<1
Alaska,
Wyoming,
Iowa,
Indiana,
Kansas,
Kentucky,
Louisiana,
Hawaii,
Maryland,
Maine,
Michigan,
Delaware,
Missouri,
Mississippi,
Montana,
District of Columbia,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
Nevada,
Connecticut,
Ohio,
Oklahoma,
Colorado,
Arkansas,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Alabama,
Utah,
Virginia,
Vermont,
Washington,
Wisconsin,
West Virginia,
Idaho,
