类别：所有类别

区域,Anorak jacket: (2019/4/18 - 2024/4/18)
Vermont,100
Alaska,96
Maine,83
Colorado,77
Montana,74
New York,74
Washington,70
New Hampshire,70
Oregon,67
District of Columbia,64
Massachusetts,64
Utah,61
Minnesota,58
Wyoming,58
California,54
Rhode Island,54
Connecticut,51
Idaho,51
New Jersey,51
Maryland,48
Illinois,48
Wisconsin,48
Pennsylvania,45
Michigan,45
North Dakota,45
Virginia,41
Delaware,38
Nevada,38
South Dakota,38
Alabama,38
New Mexico,38
Tennessee,38
Mississippi,38
North Carolina,35
Ohio,35
Kentucky,35
Louisiana,35
South Carolina,35
Nebraska,35
West Virginia,35
Georgia,35
Missouri,32
Iowa,32
Indiana,32
Oklahoma,32
Kansas,32
Arkansas,32
Hawaii,29
Arizona,29
Texas,25
Florida,22
